c13_1	0.091	0.61	PHEX	CEP128	C2CD4A	HCG27	NCCRP1	FAAH	CENPE	PPM1M	RFX2	ZNF235	CYP27B1	EGR4	SLC35A5
M2	0.146	0.403	MT-ND1	MT-ATP6	MT-CO2	MT-ND2	MT-CO3	MT-CO1	MT-CYB	MT-ND3	MT-ND4	H2AFJ	LY6E	EIF2S2	MT-ND5	MT-ND6	RFK	TPM3	VBP1
M3	0.089	0.61	IFNL2	IFNL1	IFNB1	IFIT2	IFIT3	CCL5	HERC5	IFIT1	ISG15	NFKBIA	IL6	EGR1	OASL	IGFBP6	JUN	HTATIP2	BBC3	OTUD1	PPP1R15A	JUNB	ISG20	B2M	EXT1	GADD45B	ATF3	IRF7	CXCL10	GBP4	GBP1	BTG1	KLF2	CHEK2	KYNU	CXCL1	DDX58	CXCL11	NUAK2	SDC4	IL8	AFAP1	DENR	GADD45A	CXCL2	MARK4	HLA-A	S1PR3	OAS1	PRRG4	EIF2AK2	GABARAPL1	HARS	PLA2G4A	EIF5	LUM	EBF4	HBP1	ACTN1	PAK3	IFNL3	SAT1	TNFAIP3	SERTAD1	ZFP36	TNIP1	WARS	CH25H	NR3C1	IFI6	FOS	IL27	PLAUR	RSAD2	TAC3	ZFP36L2	SOD2	PMAIP1	TNFAIP2	IDO1	NFKBIB	IER3	ID2	RARRES3	RNF213	XBP1	TRIM22	RFFL	SRPK2
M4	-0.006	0.941	RPL13A	RPL7	RPS18	RPL15	RPS3	RPL13	RPS13	RPL11	RPS19	RPL18A	RPS16	RPL9	RPS14	RPL34	RPL4	RPS11	RPS4X	RPS27	RPL10A	RPL23	RPS5	RPL3	RPL18	RPL28	RPS15A	GNB2L1	RPS15	RPL29	RPL27	RPL24	RPL26	RPL36	RPL14	RPL5	RPL6	RPS10	EEF1A1	BTF3	RPL31	RPL35A	RPL7A	RPL37A	PCBP2	EEF1D	SEC11A	CHCHD2	HMGA1	LCE5A	KRT14	MZT2B	NDUFB4	AKR1B15	EIF3F	RPS6	SHPK.1	RPL10	COX5A	PFN1	ARID4B	NACA	EEF1B2	RND1	NHP2	IGFBP7	FAM133B	MDM2	AUTS2	ARHGEF7	EIF3E	ETNK1	BIN3	APOC1	SDCBP	PHB	RPS7	PRELID1	SMS	TBC1D22A	TMED2	RPS3A	RPS23	RPS8	RPS20	RPL37	RPS27A	RPS9	YBX1	ZBTB32	UBC	RTN4	TCEB2	ZBTB20	SF3B5	TXNDC12	EID1	TOMM20
M5	0.069	0.651	RPL21	RPS12	RPL23A	RPL19	RPL27A	RPL32	RPL39	RPS21	RPL12	RPS2	RPL30	RPLP2	RPL35	TMSB10	ATP5E	FTL	DDX5	RPLP0	RPL41	RPL22	GUK1	RPL8	ATP5L	LPPR3	APOL1	GTF3A	DDIT3	IFIH1	COX6B1	PARP14	RPS28	JTB	PLEKHA4	GAPDH	SNX3	MTDH	RPL38	IER2	ANAPC11	GSTO1	CTIF	MCL1	COX7C	ARL6IP4	HIP1R	C12orf75	APOL2	IRF1	RHEB	OST4	MRPL21	FKBP1A	JDP2	CAPNS1	ISCU	DGUOK	PDE4A	ATP6V1F	KDELR2	MRPL23	BCAP31	HIVEP2	NENF	PAXIP1-AS2	BRK1	NME4	PSMA4	C19orf33	GLRX5	C19orf10	RAB13	APOA1BP	PLA2G4C	FKBP4	NGFRAP1	LARP6	NT5C3B	PCSK1N	GRASP	POLR2G	AMMECR1	RPL36A	NDUFA11	MPC2	DCTPP1	ARL2BP	RPS24	TPT1	RPS29	RPSA	TMSB4X	UQCRH	RPS25	ZNFX1	TOM1L2	UBA52	TMEM219	PYURF	OLFML2A	SEMA4F	RPLP1	SCN3A	SOCS3	CXCR4	SH2B2	TIMM17A	UFC1	HINT1	STK39	LAPTM4A	LRRN3	COX6C	EDF1	PRDX6	COA3	RAB7A	TMEM147	S100A16	SSNA1	PCNP	SNF8	RPGR	ZC3HAV1	SRSF3	PSMA1	MICU3	SSR2	FAM46C	LDHA	TAX1BP3	WDR45B	EMC4	SNRNP25
M6	-0.051	0.739	RAN	CCT5	IQGAP2	FABP5	MIF	PRDX1	CKS1B	TPM2	NQO1	ENO1	CALM3	NDUFB2	HSP90AA1	PPIB	GTF2A2	PTGES3	ATP5B	RAB34	HMGN2	ENGASE	KIF5B	HSPD1	MYL6	HMGB1	PHB2	ALDOA	PSMB5	NME1	ILF2	CCT7	BSG	EIF1AX	ACTB	GSTP1	EIF4H	EIF5A	ATP5G3	ERH	CLTA	ANXA1	PPM1G	CALM2	HIGD2A	MRPL33	NDUFC2	RBMS3	NDUFAB1	MANF	DTYMK	POLR2J	NDUFA12	COL6A2	APRT	DNPH1	ANXA2	RAC1	C1QBP	PC	CDV3	HYKK	CAV1	FAM136A	MRPL41	C20orf24	LDHB	ANP32B	PBX3	C19orf43	MUC1	MTHFD2	LSM1	PSMC5	SIPA1L2	CDC123	LZTS3	AKR1B1	CTSL	PCBP1	NPM1	NDUFB6	C11orf48	CCND1	SERPINE2	DNAJA1	REC8	SUMO2	TMTC2	POU3F1	TXN	VIM	PSMC1	PKM	UBE2D3	MOBP	STMN1	RHOA	TXNDC17	HSP90AB1	SRP9	KIAA0101	TIMP1	ACTG1	GNL3	LGALS3	TMEM144	MRPS26	TAGLN2	ZNF91	SCAND1	ESAM	PGK1	RBCK1	SAP18	MDH2	C14orf2	UBE2I	TALDO1	SNRPA1	UQCR10	SPECC1L	PSMA7	RANBP1	RHOC	TPM4	MRPL20	CNPY2	YWHAQ	HSD17B10	HNRNPM	PTGR1
M7	-0.068	0.651	NAA60.1	ATP4A	CCL20	COLEC11	AMDHD1	P4HA3	ARSI	STAT5A	BRD1	PNLDC1	CADM4	ZNF573	ZNF687	ACTN2	C17orf66	MCCC1	SPAG7	ITPKC	FBXL4	ICAM1
M8	0.102	0.601	SNRPD2	PRDX4	PSMB6	SLCO5A1	SNRPB	RAB5C	CST3	PDIA6	ATP5J2	NDUFB9	TRPT1	PATL2	HSP90B1	C11orf30	KRT10	IZUMO4	SSR4	SLIRP	FBL	NIM1	EMP3	ATRAID	CD59	HSPA5	PRKCG	METAP2	INPP5E	PSMA3	HSPE1	SNRPE	RPSAP58	H3F3A	CNBP	MGST3	PHYHIP	EDA2R	SUB1	WDR83OS	ZNF280A	TMA7	SEC61G
M10	0.114	0.601	KRT34	OLFM2	CCL3	TRAF1	GBP7	NPR2	HCAR2	NXPH3	BIRC3	BRPF3	IL27RA	LOXL3	PTGIR	FCHSD1	CASZ1	NCR3LG1	C1QTNF1	ELOVL7	DUSP16	CCL3L1	HCAR3	VSTM4	VSTM1	GNG8	LIMS2
M11	-0.217	0.101	ICAM5	LMF1	GIGYF1	MMP25	SHROOM3	MFAP3	KLF12	C5orf51	EPHB3	INTS4	LTB	ADNP2	RILPL1	SP6	VIPAS39	PROS1	ZNF76	ZNF669	MBTPS2	TCHH
M12	0.048	0.744	NCL	PPIA	CFL1	PTMA	H3F3B	CD63	VDAC2	TPI1	SET	RNPS1	SKP1	CLU
M13	-0.01	0.93	PBK	HN1	TOP2A	CDC20	AURKA	H2AFZ	CDCA8	CENPF	BIRC5	TUBA1B	CENPA	AURKB	PRC1	PTTG1	MRPL51	CDK1	MKI67	PLK1	FAM83D	CDKN3	CDCA3	FAM64A	CENPV	CYCS	TUBA1C	UBE2C	SGOL2	UBE2S	RACGAP1	TPX2	KIF2C	CDCA5	MZT1
M15	-0.065	0.652	CYBA	C20orf194	SYDE2	C4orf33	TSPAN9	FAM212B	STRIP2	PLP2	LOH12CR1	TMED3	FNIP2	ZCCHC14	FXYD5	RABAC1	VDR	EGR3	IPP	PSMD13	UBE2A	CRYBG3
M17	-0.077	0.651	ATG16L2	C9orf91	DTNB	GLE1	CYP27C1	ESPL1	MED12L	STK11IP	LRRC4C	SNX29	RP11-1407O15.2	TAF1
M18	-0.109	0.601	ATOX1	NDUFB1	PELI2	CSTB	C16orf13	SELM	C11orf31	PPDPF	TRAPPC1	SH3BGRL3	TXNL4A
M19	0.014	0.923	NUP133	FITM2	DLG2	CRAMP1L	C19orf68	ZNF184	USP19	RPS6KL1	MAGI3	RFWD2
M20	0.208	0.111	IFNL2	IFNL1	IFNB1	IL6	OTUD1	EXT1	CXCL10	GBP4	GBP1	CXCL11	PRRG4	GABARAPL1	HARS	EBF4	HBP1	PAK3	IFNL3	CH25H	IL27	IDO1
M21	0.224	0.101	EGR1	JUN	PPP1R15A	GADD45B	ATF3	BTG1	KLF2	CXCL1	NUAK2	IL8	GADD45A	TNFAIP3	SERTAD1	FOS	ID2
M22	-0.082	0.646	IFIT2	IFIT3	CCL5	HERC5	IFIT1	ISG15	NFKBIA	OASL	IGFBP6	HTATIP2	BBC3	JUNB	ISG20	B2M	IRF7	CHEK2	KYNU	DDX58	SDC4	AFAP1	DENR	CXCL2	MARK4	HLA-A	S1PR3	OAS1	EIF2AK2	PLA2G4A	EIF5	LUM	ACTN1	SAT1	ZFP36	TNIP1	WARS	NR3C1	IFI6	PLAUR	RSAD2	TAC3	ZFP36L2	SOD2	PMAIP1	TNFAIP2	NFKBIB	RARRES3	RNF213	XBP1	TRIM22	RFFL	SRPK2
M24	-0.018	0.914	RPL13A	RPL7	RPS18	RPL15	RPS3	RPL13	RPS13	RPL11	RPS19	RPL18A	RPS16	RPL9	RPS14	RPL34	RPL4	RPS11	RPS4X	RPS27	RPL10A	RPL23	RPS5	RPL3	RPL18	RPL28	RPS15A	GNB2L1	RPS15	RPL29	RPL27	RPL24	RPL26	RPL36	RPL14	RPL5	RPL6	RPS10	EEF1A1	BTF3	RPL31	RPL35A	RPL7A	RPL37A	EEF1D	SEC11A	NDUFB4	EIF3F	RPS6	RPL10	COX5A	ARID4B	NACA	EEF1B2	RND1	NHP2	FAM133B	MDM2	AUTS2	ARHGEF7	EIF3E	ETNK1	BIN3	SDCBP	PHB	RPS7	PRELID1	RPS3A	RPS23	RPS8	RPS20	RPL37	RPS27A	RPS9	YBX1	UBC	RTN4	TCEB2	ZBTB20
M25	0.053	0.739	PCBP2	CHCHD2	HMGA1	MZT2B	SHPK.1	PFN1	IGFBP7	APOC1	SMS	SF3B5	TXNDC12	EID1
M26	-0.099	0.601	RAN	IQGAP2	FABP5	MIF	CKS1B	TPM2	CALM3	NDUFB2	PPIB	GTF2A2	PTGES3	RAB34	HMGN2	ENGASE	KIF5B	HMGB1	PHB2	PSMB5	NME1	ILF2	EIF1AX	ACTB	EIF4H	EIF5A	ATP5G3	PPM1G	HIGD2A	MRPL33	RBMS3	NDUFAB1	MANF	DTYMK	POLR2J	NDUFA12	COL6A2	APRT	DNPH1	PC	CDV3	HYKK	FAM136A	MRPL41	C20orf24	ANP32B	PBX3	C19orf43	MUC1	MTHFD2	LSM1	PSMC5	SIPA1L2	CDC123	LZTS3	PCBP1	NPM1	NDUFB6	C11orf48	CCND1	SERPINE2	REC8	SUMO2	TMTC2	POU3F1	PSMC1	UBE2D3	MOBP	STMN1	RHOA	TXNDC17	SRP9	KIAA0101	TIMP1	ACTG1	GNL3	TMEM144	MRPS26	ZNF91	SCAND1	ESAM	SAP18	C14orf2	UBE2I	SNRPA1	UQCR10	SPECC1L	PSMA7	RANBP1	RHOC	TPM4	MRPL20	CNPY2	HNRNPM
M27	0.237	0.099	CCT5	PRDX1	NQO1	ENO1	HSP90AA1	HSPD1	MYL6	ALDOA	CCT7	BSG	GSTP1	ANXA1	NDUFC2	ANXA2	C1QBP	CAV1	LDHB	AKR1B1	CTSL	DNAJA1	TXN	VIM	PKM	HSP90AB1	TAGLN2	PGK1	MDH2	TALDO1	YWHAQ	HSD17B10	PTGR1
M29	-0.042	0.779	NAA60.1	COLEC11	AMDHD1	ARSI	BRD1	PNLDC1	CADM4	ZNF573	MCCC1	SPAG7	FBXL4
M31	-0.137	0.444	SNRPD2	SLCO5A1	TRPT1	PATL2	C11orf30	IZUMO4	SSR4	PRKCG	HSPE1	RPSAP58	EDA2R	WDR83OS	ZNF280A	TMA7
M32	0.075	0.651	PRDX4	PSMB6	SNRPB	RAB5C	CST3	PDIA6	ATP5J2	NDUFB9	HSP90B1	KRT10	SLIRP	FBL	NIM1	EMP3	ATRAID	CD59	HSPA5	METAP2	INPP5E	PSMA3	SNRPE	H3F3A	CNBP	MGST3	PHYHIP	SUB1	SEC61G
M34	0.11	0.601	CCL3	TRAF1	GBP7	NPR2	HCAR2	BIRC3	BRPF3	IL27RA	LOXL3	PTGIR	FCHSD1	C1QTNF1	DUSP16	HCAR3	VSTM4	GNG8
M36	-0.177	0.236	LMF1	GIGYF1	SHROOM3	KLF12	C5orf51	INTS4	LTB	ADNP2	RILPL1	SP6	ZNF76	TCHH
M41	0.036	0.786	CYBA	SYDE2	PLP2	LOH12CR1	TMED3	FXYD5	RABAC1	VDR	PSMD13	UBE2A
M42	-0.089	0.61	C20orf194	C4orf33	TSPAN9	FAM212B	STRIP2	FNIP2	ZCCHC14	EGR3	IPP	CRYBG3
M49	-0.038	0.786	RPL13A	RPL13	RPL11	RPS19	RPL18A	RPS16	RPL34	RPS11	RPS27	RPL10A	RPL23	RPL18	RPS15A	RPL29	RPL36	RPL5	RPL6	RPL31	RPL37A	SEC11A	NDUFB4	RPS6	ARID4B	NACA	RND1	SDCBP	RPS7	RPS23	RPS20	RPS27A	YBX1	UBC	RTN4	TCEB2	ZBTB20
M50	-0.026	0.855	RPL7	RPS18	RPL15	RPS3	RPS13	RPL9	RPS14	RPL4	RPS4X	RPS5	RPL3	RPL28	GNB2L1	RPS15	RPL27	RPL24	RPL26	RPL14	RPS10	EEF1A1	BTF3	RPL35A	RPL7A	EEF1D	EIF3F	RPL10	COX5A	EEF1B2	NHP2	FAM133B	MDM2	AUTS2	ARHGEF7	EIF3E	ETNK1	BIN3	PHB	PRELID1	RPS3A	RPS8	RPL37	RPS9
M54	0.298	0.0163	CCT5	ENO1	HSP90AA1	ALDOA	ANXA1	AKR1B1	PKM	HSP90AB1	TAGLN2	YWHAQ
M57	-0.071	0.651	RPL13A	RPL13	RPL11	RPS19	RPL18A	RPL34	RPS11	RPS27	RPL18	RPS15A	RPL29	RPL36	RPL31	SEC11A	ARID4B	RND1	SDCBP	RPS23	RPS27A	UBC	RTN4	TCEB2	ZBTB20
M58	0.157	0.348	RPS16	RPL10A	RPL23	RPL5	RPL6	RPL37A	NDUFB4	RPS6	NACA	RPS7	RPS20	YBX1
M60	0.104	0.601	RPL13	RPL11	RPL34	RPS11	RPL18	RPS15A	RPL29	RPL31	SEC11A	ARID4B	RPS23	RPS27A	TCEB2	ZBTB20
